Date,,,,,,,Qty,Frac,Item,Unit,Cals,Carb,Fib.
,,,,,,,100,,"Apples, braeburn",1,57,11.6,0
,,,,,,,2,,Apricot,30,45,9,1.5
,,,,,,,1,,Greek yoghurt Oykos,110,138,12.5,0.4
,,,,,,,1,,Chicken mushroom pie,212,216,20.9,1.5
,,,,,,,438,3,Oven chips,1,208,31,2.9
,,,,,,,2,3,Leeks,166.7,27,2.8,5
,,,,,,,75,2,Green beans,1,32,3.1,3.4
,,,,,,,150,3,Cauliflower,1,25,5,1.8
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
21/08/22,,,,,,,,3,Cod loin fillets,250,98,0.2,0.2
,,,,,,,2,3,Salmon fillets,120,267,0.2,0
,,,,,,,,2,Prawns,165,108,0.2,0
,,,,,,,150,,Jacket potato,1,76,16,1.8
,,,,,,,100,3,Cauliflower,1,25,5,1.8
,,,,,,,75,2,Green beans,1,32,3.1,3.4
,,,,,,,75,3,Peas,1,85,10.8,5.6
,,,,,,,100,,"Apples, braeburn",1,57,11.6,0
,,,,,,,1,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,66,,Blueberries,1,43,8.7,3.5
,,,,,,,2,,Grapes (10),30,75,17,0
,,,,,,,1,,Greek yoghurt Oykos,110,138,12.5,0.4
,,,,,,,2,,Apricot,30,45,9,1.5
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
22/08/22,,,,,,,3,,"Bread, granary",38,256,46.4,3.7
,,,,,,,30,,Lurpak,1,516,0.4,0
,,,,,,,,,"Ham, slice",34.5,110,1.7,0
,,,,,,,,4,"Tomato, beef",200,20,3.1,1
,,,,,,,30,,Cheddar,1,416,0.2,0
,,,,,,,,,Branston small chunk pickle,10,159,35,1.7
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
19/10/22,,,,,,,360,3,Jacket potato,1,76,16,1.8
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,,2,Prawns,150,108,0.2,0
,,,,,,,,3,Mackerel fillets,140,299,10.3,0.1
,,,,,,,,3,Smoked cod fillets,230,91,0.1,0.1
,,,,,,,120,3,Carrot,1,41,9.6,2.8
,,,,,,,,3,Chorizo,75,338,4.7,0.9
,,,,,,,,3,Green beans,120,32,3.1,3.4
,,,,,,,0.5,3,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,0.5,3,"Passata, carton",500,22,3.1,1.2
,,,,,,,10,3,Tomato puree,1,89,13.7,2.5
,,,,,,,,3,"Garlic, very lazy, tsp",3,109,21,4.9
20/10/22,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,75,3,Green beans,1,32,3.1,3.4
,,,,,,,80,3,Cauliflower,1,25,5,1.8
,,,,,,,370,3,Jacket potato,1,76,16,1.8
,,,,,,,,3,Thai Curry paste,50,76,11.3,0
,,,,,,,0.5,3,Coconut Cream,250,219,4.5,0.2
,,,,,,,120,3,Carrots,1,41,9.6,2.8
,,,,,,,,3,Chicken thighs,650,195,0.7,0.1
,,,,,,,2,3,"Rice, wholegrain coop",250,168,32,2.6
,,,,,,,2,,Porridge,27,370,59,9
,,,,,,,2,3,"Half sugar, flat teaspoon",6,400,99.9,0
,,,,,,,1.5,,"Half sugar, teaspoon",2,400,98.9,0
,,,,,,,66,,Strawberries,1,33,6.1,0
,,,,,,,45,,Grapes,3,75,17,0.7
,,,,,,,,3,Mango pieces,250,63,14,1.9
20/11/22,,,,,,,,3,Chicken thighs,650,195,0.7,0.1
,,,,,,,500,3,Potato,1,76,16,1.8
,,,,,,,120,3,Carrots,1,41,9.6,2.8
,,,,,,,2,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,,3,"Onion, medium",180,34.8,7.8,1.5
,,,,,,,,3,Leeks,180,27,2.8,5
,,,,,,,6,,"Sugar, tsp",1,400,99.9,0
,,,,,,,15,,"Tea, milk",1,37,5,0
,,,,,,,,,Large fruit scone,100,353,45,1.5
,,,,,,,,,Plum,90,50,12.5,4.5
,,,,,,,1,,"Pear, ripe and ready",120,43,10.9,1.6
,,,,,,,75,,"cherries, with stones",1,58,13.4,3
,,,,,,,,,"Ginger ale, Fentimans",750,39,9,0
21/11/22,,,,,,,2,,Porridge,27,370,59,9
,,,,,,,100,,"Milk, skimmed",1,37,5,0
,,,,,,,,,"Avocado, small",70,198,1.9,3.4
,,,,,,,,,Extra large king prawns,220,301,0.9,0.2
,,,,,,,40,,Lettuce iceberg,1,14,1.3,1.3
,,,,,,,25,,"Mayonnnaise, Hellmanns light",1,264,6,0
,,,,,,,2,,"Toast, slice",39,234,41.9,4.7
,,,,,,,2,,GCK salted caramel,60,376,34,4.1
22/11/22,,,,,,,,,GCK salted caramel,60,376,34,4.1
,,,,,,,,,Macaroni cheese,375,156,15.9,2.6
,,,,,,,2,,"Oranges, easy peelers",60,43,9.1,0
,,,,,,,75,,"cherries, with stones",1,58,13.4,3
,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,0
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,75,,"Goats cheese, french",1,291,1,0
,,,,,,,60,,"Tomato, small",1,20,3.1,1
,,,,,,,40,,Lettuce iceberg,1,14,1.3,1.3
,,,,,,,,,Plum,80,50,12.5,4.5
03/12/22,,,,,,,,,Jacket potato,175,76,16,1.8
,,,,,,,100,,Cheddar,1,416,0.2,0
,,,,,,,60,,"Tomato, small",1,20,3.1,1
,,,,,,,40,,Lettuce iceberg,1,14,1.3,1.3
,,,,,,,50,,Cucumber,1,15,3.6,0.5
,,,,,,,,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,,4,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,1,4,Leeks,166.7,27,2.8,5
,,,,,,,150,4,"Peas, frozen",1,85,10.8,5.6
,,,,,,,,4,Stock pot,28,95,3.4,0.9
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,1061,4,"Mashed potato, frozen",1,103,15,1
,,,,,,,200,4,Courgette,1,17,3.1,1
,,,,,,,200,4,Parsnip,1,72,11.4,4.5
,,,,,,,200,4,Carrots,1,41,9.6,2.8
04/12/22,,,,,,,,4,Chicken thighs,650,195,0.7,0.1
,,,,,,,385,4,Potato,1,76,16,1.8
,,,,,,,200,4,Parsnip,1,72,11.4,4.5
,,,,,,,200,4,Carrots,1,41,9.6,2.8
,,,,,,,100,4,"Peas, frozen",1,85,10.8,5.6
,,,,,,,1,4,Leeks,166.7,27,2.8,5
,,,,,,,110,4,Cauliflower,1,25,5,1.8
,,,,,,,3,4,"Suet, ounce",28.4,816,10.7,0
,,,,,,,100,,"Apples, braeburn",1,57,11.6,0
,,,,,,,,,Plum,80,50,12.5,4.5
,,,,,,,1,,"Half sugar, teaspoon",4,400,98.9,0
,,,,,,,175,4,Self-raising flour,1,335,69.9,3.7
28/01/23,,,,,,,2,,"Oranges, easy peelers",60,43,9.1,1.2
,,,,,,,3,,"Bread, granary",38,256,46.4,3.7
,,,,,,,3,,Bertolli spread,5,528,0.1,0
,,,,,,,2,,"Ham, slice",30,133,0.1,0
,,,,,,,0.8,,"Tomato, small",60,20,3.1,1
,,,,,,,40,,Cheddar,1,416,0.2,0
,,,,,,,,,Branston small chunk pickle,10,159,35,1.7
,,,,,,,,,Granny Smith apples,110,54,11.1,0
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,75,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,4,3,Bacon rashers,26,229.2,0,0
,,,,,,,80,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,3,,"Plum, ripe and ready",70,42,8.8,0
,,,,,,,50,,Blueberries,1,43,8.7,3.5
,,,,,,,60,,"cherries, with stones",1,58,13.4,3
29/01/23,,,,,,,100,,"Milk, skimmed",1,37,5,0
,,,,,,,2,,Porridge,27,370,59,9
,,,,,,,2,,"Oranges, easy peelers",60,43,9.1,0
,,,,,,,100,,"Apples, braeburn",1,57,11.6,0
,,,,,,,174,,"cherries, with stones",1,58,13.4,3
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,75,3,Green beans,1,32,3.1,3.4
,,,,,,,180,3,"Tomato, small",1,20,3.1,1
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,4,"Naan bread, pack of 2",260,316,46.6,0
30/01/23,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Chicken thighs,365,195,0.7,0.1
,,,,,,,90,3,Sun-dried tomatoes in olive oil,1,305,17.5,0.5
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,85,3,"Olives, black",1,160,0.1,3
,,,,,,,18,,"Chutney, caramelized onion",1,161,37.3,2.1
,,,,,,,72,,Cheddar,1,416,0.2,0
,,,,,,,69,,Ryvita Thins,1,401,70.8,5.2
,,,,,,,28,,Bertolli spread,1,528,0.1,0
,,,,,,,4,4,"Self-raising flour, ounce",28.4,335,69.9,3.7
,,,,,,,4,4,"Butter, ounce",28.4,516,0.4,0
,,,,,,,4,4,Bertolli spread,28.4,528,0.1,0
,,,,,,,4,4,Sugar,28.4,400,99.9,0
,,,,,,,4,4,Eggs,50,143,0.7,0
,,,,,,,15,,"Jam, strawberry",1,254,61.9,1.7
,,,,,,,2,,"Oranges, easy peelers",60,43,9.1,1.2
,,,,,,,1,,"Plum, ripe and ready",70,42,8.8,3.1
31/01/23,,,,,,,0.7,,Smoked cod fillets,230,91,0.1,0.1
,,,,,,,,2,Mackerel fillets,140,299,10.3,0.1
,,,,,,,,2,Prawns,165,108,0.2,0
,,,,,,,,,Jacket potato,175,76,16,1.8
,,,,,,,95,3,Green beans,1,32,3.1,3.4
,,,,,,,240,3,"Peas, frozen",1,85,10.8,5.6
,,,,,,,,,Egg & cress sandwich,145,222,29.5,2.2
,,,,,,,1,,Greek yoghurt Oykos,110,138,12.5,0.4
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
02/02/23,,,,,,,,2,"Baked beans, tin",415,78,12.5,3.6
,,,,,,,2,,"Bread, granary",38,256,46.4,3.7
,,,,,,,1,,"Oranges, easy peelers",60,43,9.1,0
,,,,,,,210,3,"Flour, plain",1,335,69.9,3.5
,,,,,,,3,3,Eggs,50,143,0.7,0
,,,,,,,12,3,Chipolata sausages,31,323,1.3,0.9
,,,,,,,265,3,"Milk, skimmed",1,37,5,0
,,,,,,,100,3,Carrots,1,41,9.6,2.8
,,,,,,,,4,Onion,150,34.8,7.8,1.5
,,,,,,,100,2.5,Courgette,1,17,3.1,1
,,,,,,,200,2,Cauliflower,1,25,5,1.8
,,,,,,,104,,"Apples, braeburn",1,57,11.6,0
,,,,,,,1,,"Plum, ripe and ready",66,42,8.8,3.1
03/02/23,,,,,,,,,Mozzarella+tomato panini,145,241.4,29,2.1
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,65,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,80,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,50,,Crunchy nut,1,445,65,1.2
,,,,,,,1,,"Plum, ripe and ready",66,42,8.8,3.1
,,,,,,,104,,"Apples, braeburn",1,57,11.6,0
04/02/23,,,,,,,2,4,Smoked cod fillets,230,91,0.1,0.1
,,,,,,,2,4,Salmon fillets,120,267,0.2,0
,,,,,,,,4,Prawns,165,108,0.2,0
,,,,,,,30,4,"Flour, plain",1,335,69.9,3.5
,,,,,,,30,4,Butter,1,516,0.4,0
,,,,,,,200,4,"Milk, skimmed",1,37,5,0
,,,,,,,75,4,Peas,1,85,10.8,5.6
,,,,,,,,4,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,70,4,Frozen mash,14,103,15,1
,,,,,,,20,,Cheddar,1,416,0.2,0
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,60,1.5,"Tomato, small",1,20,3.1,1
,,,,,,,,,Branston small chunk pickle,10,159,35,1.7
,,,,,,,1,,"Plum, ripe and ready",66,42,8.8,3.1
,,,,,,,2,,"Oranges, easy peelers",60,43,9.1,0
,,,,,,,0.9,,Apple,100,57,11.6,0
,,,,,,,1,,Greek yoghurt Oykos,110,138,12.5,0.4
,,,,,,,3,,"Wholemeal bread, Coop",45,231,37,7.7
05/02/23,,,,,,,,,"Cake, slice",50,297,58,1
,,,,,,,,,"Fish pie, home made",100,691,51.7,4.9
,,,,,,,0.9,,Apple,100,57,11.6,0
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,220,,Crunchy nut,1,445,65,1.2
06/02/23,,,,,,,0.75,,"Flame-baked plain naan, Patak",112,290,49,2.5
,,,,,,,,7,Chicken breast fillets,640,137,0.2,0
,,,,,,,,7,Chicken thighs,650,195,0.7,0.1
,,,,,,,,3.5,Onion,240,34.8,7.8,1.5
,,,,,,,80,3.5,Green beans,1,32,3.1,3.4
,,,,,,,350,3.5,Jacket potato,1,76,16,1.8
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,0.3,3.5,Coconut Cream,250,219,4.5,0.2
,,,,,,,,3.5,Vegetable stock cube,6,271,49.1,0.8
,,,,,,,,3.5,Thai Curry paste,45,76,11.3,0
,,,,,,,,,Small scone,80,343,45,0.5
,,,,,,,,,Orange,200,40,7.8,2.4
,,,,,,,,,Apple,110,57,11.6,0
07/02/23,,,,,,,,,"Muffin, Coop triple chocolate",106,421,49,2
,,,,,,,,,Mozzarella+tomato panini,145,241.4,29,2.1
,,,,,,,,6,Chicken breast fillets,640,137,0.2,0
,,,,,,,,6,Chicken thighs,650,195,0.7,0.1
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,330,3,Jacket potato,1,76,16,1.8
,,,,,,,120,3,Parsnip,1,72,11.4,4.5
,,,,,,,100,3,Carrots,1,41,9.6,2.8
,,,,,,,1,3,Leeks,166.7,27,2.8,5
,,,,,,,40,3,Green beans,1,32,3.1,3.4
,,,,,,,75,3,"Peas, frozen",1,85,10.8,5.6
,,,,,,,2,3,"Atora original, ounce",28.4,816,10.7,0.6
,,,,,,,4,3,"Self-raising flour, ounce",28.4,335,69.9,3.7
08/02/23,,,,,,,,3,Beef steaks,350,192,0.2,0.2
,,,,,,,180,3,"Tomato, small",1,20,3.1,1
,,,,,,,0.7,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,50,3,Celery,1,16,3,1.6
,,,,,,,45,3,Carrots,1,41,9.6,2.8
,,,,,,,25,,"Mayonnnaise, Hellmanns light",1,264,6,0
,,,,,,,2,,"Vinegar, tsp",5,14,1.8,0.2
,,,,,,,20,4,Butter,1,516,0.4,0
,,,,,,,600,3,New potatoes,1,81,17.5,1.6
,,,,,,,,,Apple,120,57,11.6,0
,,,,,,,2,,"Oranges, easy peelers",60,43,9.1,1.2
,,,,,,,100,,"cherries, with stones",1,58,13.4,3
,,,,,,,80,,Grapes,1,75,17,0
,,,,,,,20,,Cheddar,1,416,0.2,0
,,,,,,,40,,"Tomato, small",1,20,3.1,1
,,,,,,,10,,Chutney,1,150,38.5,3
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,3,,"Bread, granary",38,256,46.4,3.7
09/02/23,,,,,,,,,"Teacake, triple berry",70,275,37.3,3.7
,,,,,,,,,Macaroni cheese,375,156,15.9,2.6
,,,,,,,,2,"Beans, tenderstem & corn",240,27,3.1,3.3
,,,,,,,100,,Ryvita Thins,1,401,70.8,5.2
,,,,,,,,,Grapes (10),30,75,17,0
10/02/23,,,,,,,3,,"Bread, granary",38,256,46.4,3.7
,,,,,,,20,,Cheddar,1,416,0.2,0
,,,,,,,40,,"Tomato, small",1,20,3.1,1
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,,,Branston small chunk pickle,10,159,35,1.7
,,,,,,,1.5,,Smoked cod fillets,230,91,0.1,0.1
,,,,,,,,2,Prawns,165,108,0.2,0
,,,,,,,600,3,New potatoes,1,81,17.5,1.6
,,,,,,,60,3,Butter,1,516,0.4,0
,,,,,,,150,3,"Milk, skimmed",1,37,5,0
,,,,,,,30,3,"Flour, plain",1,335,69.9,3.5
,,,,,,,,,Nectarine,115,45,9,1.2
,,,,,,,,,Bitter lemon,1000,27,4.9,0
12/02/23,,,,,,,3,,"Bread, granary",38,256,46.4,3.7
,,,,,,,20,,Cheddar,1,416,0.2,0
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,40,,"Tomato, small",1,20,3.1,1
,,,,,,,,,Branston small chunk pickle,10,159,35,1.7
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,80,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,1.3,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,60,3,Green beans,1,32,3.1,3.4
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
13/02/23,,,,,,,3,,"Bread, granary",38,256,46.4,3.7
,,,,,,,20,,Cheddar,1,416,0.2,0
,,,,,,,40,,"Tomato, small",1,20,3.1,1
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,,,Branston small chunk pickle,10,159,35,1.7
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,120,3,Parsnip,1,72,11.4,4.5
,,,,,,,100,3,Carrots,1,41,9.6,2.8
,,,,,,,40,3,Green beans,1,32,3.1,3.4
,,,,,,,75,3,"Peas, frozen",1,85,10.8,5.6
,,,,,,,0.5,3,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,35,3,Broccoli,1,32,3.9,2.6
,,,,,,,160,3,Jacket potato,1,76,16,1.8
,,,,,,,2,3,"Atora original, ounce",28.4,816,10.7,0.6
,,,,,,,4,3,"Self-raising flour, ounce",28.4,335,69.9,3.7
,,,,,,,2,,"Plum, ripe and ready",66,42,8.8,3.1
16/02/23,,,,,,,,4,Chicken breast fillets,640,137,0.2,0
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,40,4,Green beans,1,32,3.1,3.4
,,,,,,,100,4,Carrots,1,41,9.6,2.8
,,,,,,,150,4,Parsnip,1,72,11.4,4.5
,,,,,,,180,4,Peas,1,85,10.8,5.6
,,,,,,,160,4,Jacket potato,1,76,16,1.8
,,,,,,,1,4,"Stock pot, chicken",28,160,26,0.7
,,,,,,,2,,"Bread, granary",38,256,46.4,3.7
,,,,,,,2,,Bertolli spread,5,528,0.1,0
,,,,,,,2,,"Plum, ripe and ready",66,42,8.8,3.1
,,,,,,,2,,"Oranges, easy peelers",60,43,9.1,0
,,,,,,,0.5,4,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,2,6,"Atora original, ounce",28.4,816,10.7,0.6
,,,,,,,4,6,"Self-raising flour, ounce",28.4,335,69.9,3.7
17/02/23,,,,,,,3,,"Bread, granary",38,256,46.4,3.7
,,,,,,,20,,Cheddar,1,416,0.2,0
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,40,,"Tomato, small",1,20,3.1,1
,,,,,,,,,Branston small chunk pickle,10,159,35,1.7
,,,,,,,150,,Cauliflower,1,25,5,1.8
,,,,,,,2,,"Plum, ripe and ready",80,42,8.8,3.1
,,,,,,,2,,"Oranges, easy peelers",60,43,9.1,0
,,,,,,,,,Macaroni cheese,375,156,15.9,2.6
22/02/23,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,60,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,Chorizo,75,338,1.1,0
,,,,,,,2,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,3,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,162,3,"Peas, frozen",1,85,10.8,5.6
,,,,,,,,2,Prawns,100,108,0.2,0
,,,,,,,,2,Salad,100,64,9.4,2.6
,,,,,,,,,McDonalds,100,477,95,2.3
26/02/23,,,,,,,1.5,4,Onion,240,34.8,7.8,1.5
,,,,,,,150,4,Green beans,1,32,3.1,3.4
,,,,,,,,4,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,4,Chorizo,75,338,1.1,0
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,80,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,3,,"Bread, granary",38,256,46.4,3.7
,,,,,,,20,,Cheddar,1,416,0.2,0
,,,,,,,40,,"Tomato, small",1,20,3.1,1
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,,,Branston small chunk pickle,10,159,35,1.7
,,,,,,,2,,"Oranges, easy peelers",60,43,9.1,0
,,,,,,,2,,"Plum, ripe and ready",66,42,8.8,3.1
,,,,,,,,,Nectarine,115,45,9,1.2
,,,,,,,1,,Greek yoghurt Oykos,110,138,12.5,0.4
27/02/23,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
,,,,,,,104,,"Apples, braeburn",1,57,11.6,0
,,,,,,,2,,chocolate hot x buns,70,304,53,3.4
28/02/23,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
,,,,,,,1,,chocolate hot x buns,70,304,53,3.4
,,,,,,,1,,chocolate hot x buns,70,304,53,3.4
,,,,,,,2,,"Plum, ripe and ready",66,42,8.8,3.1
,,,,,,,1,,Macaroni cheese (sainsb),375,156,15.9,2.6
,,,,,,,104,,"Apples, braeburn",1,57,11.6,0
,,,,,,,80,,"Pasta wholemeal, dry",1,348,75,0
27/03/23,,,,,,,225,,Beef steaks,1,192,0.2,0.2
,,,,,,,2,,"Bread, granary",38,256,46.4,3.7
,,,,,,,1,2,"Baked beans, tin",415,78,12.5,3.6
,,,,,,,1,,"Oranges, easy peelers",60,43,9.1,0
,,,,,,,200,,Home made salad,1,50,3.2,0
,,,,,,,95,,Coleslaw cheesy,1,235,4.8,1.1
,,,,,,,160,,Oven chips,1,208,31,2.3
,,,,,,,1,,Plum,90,50,12.5,4.5
,,,,,,,1,,Plum,60,50,12.5,4.5
,,,,,,,3,,"Sugar, tsp",1,400,99.9,0
28/03/23,,,,,,,1,,Plum,90,50,12.5,4.5
,,,,,,,1,,Plum,60,50,12.5,4.5
,,,,,,,1,,"Orange, with skin",120,47,12,2.4
,,,,,,,104,,"Apples, braeburn",1,57,11.6,0
11/08/23,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,0
,,,,,,,2,,"Ham, slice",30,133,0.2,0
,,,,,,,50,,Cheddar,1,416,0.2,0
,,,,,,,40,,"Tomato, small",1,20,3.1,1
,,,,,,,10,,Butter,1,516,0.4,0
,,,,,,,1,,Smoked cod fillets,230,91,0.1,0.1
,,,,,,,130,2,Green beans,1,32,3.1,3.4
,,,,,,,140,2,Broccoli,1,32,3.9,2.6
,,,,,,,150,2,Prawns,1,108,0.2,0
,,,,,,,45,,"Mayonnnaise, Hellmanns light",1,264,6,0
,,,,,,,2,,Apricot,30,45,9,1.5
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
,,,,,,,220,2,Cauliflower,1,25,4.4,1.8
12/08/23,,,,,,,56,,"Tomato, small",1,20,3.1,1
,,,,,,,99,,Cucumber,1,15,3.6,0.5
,,,,,,,58,,Pepper Orange,1,32,7.6,1.4
,,,,,,,40,,Carrot,1,41,9.6,2.8
,,,,,,,9,,Onion,1,34.8,7.8,1.5
,,,,,,,124,,Lettuce iceberg,1,14,1.3,1.3
,,,,,,,69,,White cabbage,1,25,6,2.5
,,,,,,,62,,"Ham, slice",1,133,0.2,0
,,,,,,,22,,"Vinegar, tsp",1,14,1.8,0.2
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
,,,,,,,134,3,Courgette,1,17,3.1,1
,,,,,,,110,3,Green beans,1,32,3.1,3.4
,,,,,,,148,3,Onion,1,34.8,7.8,1.5
,,,,,,,1,3,Chicken breast fillets,650,137,0.2,0
,,,,,,,132,3,"Apples, braeburn",1,57,11.6,0
,,,,,,,78,3,Coconut Cream,1,219,4.5,0.2
,,,,,,,148,3,Carrots,1,41,9.6,2.8
,,,,,,,26,,Olive oil,1,823,0,0
,,,,,,,1.5,3,"Half sugar, teaspoon",4,400,98.9,0
,,,,,,,35,3,Thai Curry paste,1,76,11.3,0
,,,,,,,10,3,Tomato puree,1,94,15.4,2.5
,,,,,,,10,3,garlic paste,1,101,13.7,2
,,,,,,,144,,Cottage cheese,1,104,3.6,0
13/08/23,,,,,,,45,,"Cheddar, grated",1,416,0.2,0
,,,,,,,50,,Cucumber,1,15,3.6,0.5
,,,,,,,80,,"Tomato, small",1,20,3.1,1
,,,,,,,32,,Butter,1,516,0.4,0
,,,,,,,1,,Jacket potato,160,93,21,1.8
,,,,,,,175,4,Onion,1,34.8,7.8,1.5
,,,,,,,105,4,Carrot,1,41,9.6,2.8
,,,,,,,110,4,Courgette,1,17,3.1,1
,,,,,,,87,4,Parsnip,1,72,11.4,4.5
,,,,,,,287,4,"Peas, frozen",1,85,10.8,5.6
,,,,,,,1087,4,Frozen mash,1,103,15,1
,,,,,,,,4,"Sweetcorn, tin",157,77,11.8,2.5
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,2,4,Oxo cube,6,283,46.8,0
,,,,,,,13,4,Tomato puree,1,94,15.4,2.5
,,,,,,,14,4,garlic paste,1,101,13.7,2
,,,,,,,15,4,Olive oil,1,823,0,0
,,,,,,,2,,Apricot,30,45,9,1.5
,,,,,,,1,,"Plum, ripe and ready",80,42,8.8,3.1
,,,,,,,,,peach,75,45,9,1.5
16/08/23,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,0
,,,,,,,30,,"Cheddar, grated",1,416,0.2,0
,,,,,,,10,,Olive oil,1,823,0,0
,,,,,,,10,,Butter,1,516,0.4,0
,,,,,,,35,,"Mayonnnaise, Hellmanns light",1,264,6,0
,,,,,,,240,,Salad inc sweetcorn,1,56,10,2.7
,,,,,,,60,,grenade bar salted choc,1,376,34,4.1
,,,,,,,220,,caramel macchiato starbucks take away,2,61,9.2,0
,,,,,,,231,3,Chicken egg foo yong,1,141,4.4,0.6
,,,,,,,,3,Chicken chow mein,250,527,57.5,7.5
,,,,,,,1.5,,chinese t/w chicken balls,25,580,64,0
17/08/23,,,,,,,1,,Chicken breast,83,137,0.2,0
,,,,,,,,,"Avocado, small",110,198,1.9,3.4
,,,,,,,,,Extra large king prawns,93,301,0.9,0.2
,,,,,,,,,"Mayonnnaise, Hellmanns light",28,264,6,0
,,,,,,,,,Cashew nuts,25,601,18.1,0
,,,,,,,,1,"Tomato, beef",70,20,3.1,1
,,,,,,,,,"mushrooms, chestnut",125,13,0.4,0.6
,,,,,,,2,,"Eggs, scrambled",57,143,0.4,0.4
,,,,,,,3,,"Back bacon, rasher",31,229.2,0,0
,,,,,,,,,Butter,10,516,0.4,0
,,,,,,,,,Olive oil,7,823,0,0
,,,,,,,3,,Chipolata sausages,31,291,3.1,1
19/08/23,,,,,,,60,,grenade bar salted choc,2,376,34,4.1
